PK,ticker,Date,category,title,content,Open,High,Low,Close,Adj Close,Volume,label
700,AAPL,15-11-2019,opinion,Low Volatility And Quality ETFs  What Investors Need To Know," 1 00    Why Are Low Volatility ETFs So Popular  6 50    Overview of Low Volatility ETFs  SPLV  XMLV  XSLV 9 30    Understanding What A Minimum Variance ETF Is  SPMV 16 15    How Do You Define A Quality Stock  20 00    Invesco S P 500 Quality ETF  SPHQ 24 20    Does The Improving Stock Environment Hurt These ETF Strategies  27 35    How Can Factor ETFs Benefit An Investor s Portfolio  In this episode of ETF Spotlight  I speak with Nick Kalivas  senior equity ETF strategist at Invesco  We discuss low volatility and quality ETFs that have been very popular with investors this year 
According to traditional finance theories  investors demand a higher rate of return for taking on greater risks but academic studies show that lower risk stocks have produced higher risk adjusted returns than the broader markets over the long term 
The low volatility anomaly has been observed in stock markets across the globe  Nick explains why and whether the factor can continue to outperform 
The Invesco S P 500 Low Volatility E...",65.919998,66.445,65.752502,66.440002,65.197739,100206400,1
701,AAPL,15-11-2019,opinion,Apple Is Banning All Vape Apps From The App Store,"181 vape apps were taken off Apple s   NASDAQ AAPL   App Store  The apps removed include games and companion products that let users control the lighting and heating of vape pens 
 We take great care to curate the App Store as a trusted place for customers  particularly youth  to download apps   Apple said in a statement to CNBC   We re constantly evaluating apps  and consulting the latest evidence  to determine risks to users  health and well being  
Apple s decision comes after the CDC found 42 vaping related deaths and over 2 000 vaping related illnesses  Vaping has been a growing public concern as more and more people grew sick after using the e cig devices like Juul  Patients are suffering from the condition EVALI  which stands for e cigarette  or vaping  product use associated lung injury 
Free  Zacks  Single Best Stock Set to Double
Today you are invited to download our just released Special Report that reveals 5 stocks with the most potential to gain  100  or more in 2020  From those 5  Zacks Direc...",65.919998,66.445,65.752502,66.440002,65.197739,100206400,1
702,AAPL,15-11-2019,opinion,Wall Street  Oil Compete For Embarrassing Record On Pie In The Sky Trade Deal,"In movie analogy  the two would be competing for the Razzie awards  And it s hard to pick a winner between them  with performances that seem equally embarrassing 
We re talking about Wall Street and oil 
The stock market is pumped up on U S  China steroids  hoping to somehow stretch its unfathomable streak of record highs until the New Year  on a trade deal that none can set a date for or even quantify  
The oil market is borrowing some of that trade deal hocus pocus too  But  more importantly  it is also buying into OPEC s shale oil spin that masks the cartel s own demand inadequacy  
Proven Data Source Ignored
Worse  in following the OPEC narrative  oil traders are virtually ignoring surging weekly stockpiles of U S  crude and record high production reported by the Energy Information Administration 
Despite some contest over its methodology  the EIA still produces data with a global reputation for transparency that OPEC can only dream of 
Said John Kilduff  founding partner at Again Capital  an energy he...",65.919998,66.445,65.752502,66.440002,65.197739,100206400,1
703,AAPL,15-11-2019,opinion,Next Week s Oil  Saudi Aramco And European Demand,"On Sunday  Saudi Arabia s Aramco will get its show on the road seeking to bring investors on board for its listing in December  The firm will close its offer period on Dec  4  just before the OPEC meeting in Vienna  with a view to listing on the Saudi stock exchange Tadawul in mid December 
The state owned oil giant will try and gauge investors  interest in a somewhat controversial valuation where Saudi estimates and Western analysts  views diverge wildly  While Saudi Arabia would like to see a valuation of around  2T for the company  which is  granted  the world s largest oil firm  Western analysts estimate that Aramco s real worth lies between  1 0T and  1 2T 
While Aramco s performance is phenomenally impressive with profits that even the FAANGs  Facebook  Apple  Amazon  Netflix and Google  can only dream of  investors who buy a stake will have to contend with the fact that the company is in no aspect independent from the state  There has been much speculation about how Saudi Arabia will handle future O...",65.919998,66.445,65.752502,66.440002,65.197739,100206400,1
704,AAPL,13-11-2019,news,Apple Watch detects irregular heartbeats in U S  study,By Julie Steenhuysen CHICAGO  Reuters    Apple  NASDAQ AAPL  Inc s Heart study  the largest yet to explore the role of wearable devices in identifying potential heart problems  found the device could accurately detect atrial fibrillation  the most common type of irregular heartbeat  U S  researchers reported on Wednesday  The results  published in the New England Journal of Medicine  NEJM   come as technology companies increasingly strike up partnerships with drugmakers as a way to gather large amounts of real time health data on individuals  Earlier this month  Alphabet  NASDAQ GOOGL  Inc s Google bought the health tracking company Fitbit for  2 1 billion  That followed Fitbit s alliance in October with U S  drugmakers Bristol Myers Squibb  NYSE BMY  Co and  Pfizer  Inc  NYSE PFE  to develop their own technology to spot atrial fibrillation  a condition that significantly increases the risk of stroke  Smaller players such as AliveCor have paved the way  AliveCor s KardiaBand  a mobile phone accessory that ...,65.282501,66.195,65.267502,66.1175,64.881279,102734400,1
705,AAPL,13-11-2019,news,Key antitrust lawmaker frustrated with Google s Fitbit deal,By Diane Bartz and Nandita Bose WASHINGTON  Reuters    Lawmakers pressed top U S  antitrust enforcers on their probes of tech giants Alphabet s Google  NASDAQ GOOGL   Facebook  NASDAQ FB   Amazon  NASDAQ AMZN  and Apple  NASDAQ AAPL  on Wednesday  with the chair of a House subcommittee expressing frustration over the companies  continued acquisitions  In a hearing of the House Judiciary Committee s antitrust subcommittee  Makan Delrahim  the head of the Justice Department s antitrust division  said his investigative staff was focused on understanding how personalized advertising transactions work  Facebook and Google  in particular  depend on advertising for their revenue   By understanding these competitive dynamics  we can understand how the market leaders have monopoly power  how they exercise that monopoly power and whether the source of that power is for merit based competition or the source of that power is exclusionary   Delrahim said  The Justice Department and the committee are looking into all fo...,65.282501,66.195,65.267502,66.1175,64.881279,102734400,1
706,AAPL,13-11-2019,news,Warren lashes out at Goldman over Apple Card bias claims  Bloomberg, Reuters    U S  Senator Elizabeth Warren questioned Goldman Sachs s response to allegations of bias in how the bank evaluates applicants for Apple  NASDAQ AAPL  Inc s credit card  suggesting it should pull down the algorithm if it cannot be explained  Bloomberg reported on Wednesday  A criticism of Apple Card s algorithm started last week  after entrepreneur David Heinemeier Hansson railed against the evaluation process in a series of Twitter posts  saying it gave him 20 times the credit limit his wife received  Goldman  which oversees the banking decisions on the iPhone maker s credit card  has responded by asking aggrieved customers to request a second look at credit limit decisions  according to the report   Potentially affected customers should not have to contact the bank to remedy the situation  Warren told Bloomberg   Goldman said it welcomed a discussion of this topic with policymakers and regulators    Goldman Sachs  NYSE GS  has not and will never make decisions based on factors such as gender  ...,65.282501,66.195,65.267502,66.1175,64.881279,102734400,1
707,AAPL,13-11-2019,news,Apple supplier Japan Display logs 11th straight quarterly net loss,TOKYO  Reuters    Japan Display reported on Wednesday an 11th consecutive quarterly net loss on sluggish display sales and restructuring costs as the cash strapped company scrambles to clinch a bailout deal with Apple Inc  NASDAQ AAPL  and other investors  The liquid crystal display  LCD  maker for smartphones  which gets more than half of its revenue from Apple  posted a net loss of 25 4 billion yen   233 million  in the July September quarter  wider than the 7 8 billion loss a year earlier  Japan Display  money losing for the past five years due to slowing Apple iPhone sales and the delayed adoption of organic light emitting diode  OLED  screens  did not give a full year earnings outlook  But CEO Minoru Kikuoka  who took the helm in September  told an earnings briefing the company turned profitable in October  Japan Display is seeking to raise at least 50 billion yen   470 million   having had to scramble after Chinese investment firm Harvest suddenly pulled out of a bailout plan  Of the planned bailout ...,65.282501,66.195,65.267502,66.1175,64.881279,102734400,1
708,AAPL,13-11-2019,news,Apple Assembler Profit Beats  Signaling Strong iPhone 11 Demand," Bloomberg       Hon Hai   Precision Industry Co   TW 2317  reported quarterly profit above analysts  estimates  indicating solid demand for Apple Inc  s  NASDAQ AAPL  iPhone 11 range 
The assembler of most of the world s iPhones and iPads posted net income of NT 30 7 billion   1 billion  for the September quarter  compared with an average estimate of NT 27 7 billion 
Apple last month forecast holiday revenue that surpassed Wall Street s projections  suggesting healthy appetite for iPhone 11 models with lower entry prices and vastly improved cameras  It s now said to expect iPhone shipments to return to growth in 2020 when it finally introduces its own 5G devices    a boon to hardware suppliers such as Hon Hai and chipmaker Taiwan Semiconductor Manufacturing Co  coping with a decelerating smartphone market 
 The lower pricing of the iPhone 11 has been effective in driving demand past the Street s expectations   Sean Lin  an analyst at President Capital Management Corp   said in a Nov  4 note 
Assembly part...",65.282501,66.195,65.267502,66.1175,64.881279,102734400,1
709,AAPL,13-11-2019,news,Apple refreshes MacBook Pro laptop with 16 inch screen," Reuters    Apple Inc  NASDAQ AAPL  on Wednesday unveiled a new MacBook Pro with a bigger screen and a better keyboard  replacing its 15 inch model 
The new MacBook Pro will start at  2 399  comparable with the older model  and will be available from Wednesday on its online store and in U S  retail stores later this week 
The iPhone maker last revamped MacBook Pro in 2016 by adding a fingerprint reader and faster ports  The MacBook line accounts for about 10  of Apple s total annual revenue of  260 billion 
Apple said the new model will have a  Magic  keyboard that comes with a scissor mechanism delivering 1 millimeter of key travel and a stable key feel 
Apple s  butterfly  keyboards in older laptops have faced criticism for typing related problems  including characters repeating unexpectedly  failing to appear  or keys that feel  sticky  and do not respond in a consistent manner ",65.282501,66.195,65.267502,66.1175,64.881279,102734400,1
710,AAPL,13-11-2019,news,Peloton exploring apps for Amazon Fire TV  Apple Watch  Bloomberg," Reuters     Peloton Interactive Inc   O PTON  is exploring apps for Amazon com Inc s  O AMZN  Fire TV and Apple Inc s  O AAPL  Watch  Bloomberg reported on Wednesday  citing people familiar with the matter  The treadmill and exercise bike maker is also planning for a cheaper treadmill  rowing machine for the next year  according to the report     Peloton is known for its on demand workout program on exercise bikes which allow riders to join virtually with other participants   While our R D team is always working on ideas  we have no new products to announce on either the software or hardware side   a company spokeswoman told Reuters  
Peloton s shares fell 7 5  earlier this month after it forecast a loss for fiscal 2020 in its first earnings  following a disappointing market debut in September ",65.282501,66.195,65.267502,66.1175,64.881279,102734400,1
711,AAPL,13-11-2019,opinion,Bull Of The Day  Qualcomm  QCOM ,"After a fantastic Q3 earnings season  chipmakers are back in the limelight  The semiconductor industry has illustrated significant gains since the beginning of October  with the iShare Semiconductor ETF  SOXX  up over 12  
The world s largest chip players  Intel  INTC  and TSMC  TSM   have finally thrust their toplines back into growth after the cyclical downturn the sector had been experiencing for the past year or so  These chip powerhouses are driving the whole industry towards new highs 
Wireless chip producing leader Qualcomm  QCOM  has surged over 20  since the beginning of October  and this is attributed to more than just a sector rally 

Qualcomm s September quarter  fiscal Q4  earnings were released last week  and the markets were very excited about a top and bottom line beat  The firm also guided higher for its December quarter  fiscal Q1  as smartphone demand begins to return with holiday shopping being a key catalyst 
Qualcomm s Primary Drivers
Qualcomm is the largest supplier of mobile chips h...",65.282501,66.195,65.267502,66.1175,64.881279,102734400,1
712,AAPL,13-11-2019,opinion,Facebook Pay Takes The Digital Payment Game A Notch Higher,Increasing use of smartphones and Internet has resulted in growth of payments apps  Moreover  change in consumer behavior  particularly increasing adoption of ecommerce  is playing a crucial role in driving digital payments volume  Additionally  growing demand for mobile Point of Sale  POS  and peer to peer payments are benefiting the space Further  adoption of smart speakers and wearables like smartwatch  which can be synchronized with payment apps  is driving the demand for online payment solutions Per a report from Mordor Intelligence  the global digital payment market is expected to reach  7 6 trillion by 2024 at a CAGR of 13 7  between 2019 and 2024 Further  a Statista report shows that the total transaction value in this particular space is projected at  4 1 trillion for 2019  The same is anticipated to hit  6 7 trillion by 2023 at a CAGR of 12 8  over a period of 2019 2023 Tech giants like Alphabet s   NASDAQ GOOGL   Google division  Apple   NASDAQ AAPL   and Amazon   NASDAQ AMZN   are trying to cap...,65.282501,66.195,65.267502,66.1175,64.881279,102734400,1
713,AAPL,13-11-2019,opinion,The Zacks Analyst Blog Highlights  Microsoft  Novartis  Novo Nordisk  Tesla And General Dynamics,For Immediate ReleaseChicago  IL   November 14  2019   Zacks com announces the list of stocks featured in the Analyst Blog  Every day the Zacks Equity Research analysts discuss the latest news and events impacting stocks and the financial markets  Stocks recently featured in the blog include  Microsoft   NASDAQ MSFT    Novartis   NYSE NVS    Novo Nordisk   NYSE NVO    Tesla   NASDAQ TSLA   and General Dynamics   NYSE GD   Here are highlights from Wednesday s Analyst Blog  Top Analyst Reports for Microsoft  Novartis and Novo NordiskThe Zacks Research Daily presents the best research output of our analyst team  Today s Research Daily features new research reports on 16 major stocks  including Microsoft  Novartis and Novo Nordisk  These research reports have been hand picked from the roughly 70 reports published by our analyst team today You can see all of today s research reports here    Microsoft s shares have outperformed the S P 500 year to date  44 8  vs  23 7    The Zacks analyst believes that Microsoft...,65.282501,66.195,65.267502,66.1175,64.881279,102734400,1
714,AAPL,13-11-2019,opinion,Top Analyst Reports For Microsoft  Novartis   Novo Nordisk,"Wednesday  November 13  2019
The Zacks Research Daily presents the best research output of our analyst team  Today s Research Daily features new research reports on 16 major stocks  including Microsoft  MSFT   Novartis  NVS  and Novo Nordisk  CSE NOVOb   NVO   These research reports have been hand picked from the roughly 70 reports published by our analyst team today 
You can see 
Microsoft s shares have outperformed the S P 500 year to date  44 8  vs  23 7    The Zacks analyst believes that Microsoft is benefiting from growing user base of its different applications like Office 365 commercial  Dynamics  Outlook mobile and Teams 
Moreover  Azure s expanding customer base is a key catalyst  Microsoft s gaming segment is performing well  primarily driven by a combination of Xbox Live  Game Pass subscriptions and Mixer  which are driving user engagement  Further  acquisitions like PlayFab and GitHub expand Microsoft s total addressable market  TAM  and penetration 
Additionally  latest contract wins from the ...",65.282501,66.195,65.267502,66.1175,64.881279,102734400,1
715,AAPL,13-11-2019,opinion,3 Cloud Stocks For Tech Investors To Buy With Stock Market At New Highs  ,"Stocks have surged in November  with all three major U S  indexes right near new highs  The S P 500 is now up over 4  in the last month on the back of U S  China trade war optimism  better than expected earnings  another interest rate cut  and solid U S  jobs data  With this in mind  tech stocks look strong and cloud focused companies remain in high demand 
Cloud computing evolved from a budding innovation into one of the largest factors driving growth in the tech sector in a short period of time  Today  cloud computing is an integral part of the broader tech industry and it has become vital to businesses and many everyday consumers 
The success of e commerce powerhouse Amazon s   NASDAQ AMZN   AWS cloud computing business helped it expand into new growth areas  On top of that  firms such as Salesforce   NYSE CRM   have expanded quickly in the larger cloud based Software as a Service market that seems to be the future of both business and tech 
So here are three cloud stocks we found utilizing our  that te...",65.282501,66.195,65.267502,66.1175,64.881279,102734400,1
716,AAPL,14-11-2019,news,Apple launches app to let users enroll in health studies," Reuters    Apple Inc  NASDAQ AAPL  on Thursday launched an app that will let users of its devices to enroll in three health studies  allowing them to share health related data for medical research 
The studies are conducted in partnership with research institutes  including Harvard T H  Chan School of Public Health and the NIH s National Institute of Environmental Health Sciences 
People who download the research app would be able to enroll in studies including Apple Women s Health Study  Apple Heart and Movement Study and Apple Hearing Study  the company said in a study 
After enrolling  participants using Apple Watch and iPhone can contribute useful data around movement  heart rate and noise levels  captured during everyday activities  from taking a walk to attending a concert 
Users can also control the type of data they wish to share with each study 
The move comes at a time when big technology companies are pushing deeper into collecting health related data of their users 
Alphabet  NASDAQ GOOGL  Inc...",65.9375,66.220001,65.525002,65.660004,64.43235,89182800,0
717,AAPL,14-11-2019,news,StockBeat  Apple Drifts Lower on Rare Sell Rating,"Investing com   Apple  NASDAQ AAPL  fell on Thursday after one Wall Street analyst suggested the stock may be running too hot  slapping a sell rating on the tech giant on expectations that sales of its latest slate of iPhones will come up short  
Maxim Group downgraded its rating on Apple to sell from hold  with a price target of  190  Apple  NASDAQ AAPL  fell about 0 5  to around  263  
Citing analysis of a propriety survey  Maxim said it expects iPhone revenue to come in 14  below consensus in fiscal second quarter of 2020 and 6  below for the full year  with overall iPhone revenue down 5  for the year  
Against the backdrop of falling iPhone sales  some have suggested that the company s higher margin services business would plug the gap  
But Maxim disagrees  forecasting that Apple s operating profits will fall 2  year over year as ongoing growth in services and wearables will only partially offset iPhone declines 
In its most recent quarter  however  Apple  NASDAQ AAPL  has shown there is life beyond t...",65.9375,66.220001,65.525002,65.660004,64.43235,89182800,0
718,AAPL,14-11-2019,news,Stocks  Another Act of  Waiting for China  Leaves S P Flat,"Investing com   Investors spent Thursday hoping for a catalyst to push  stocks higher   and didn t get one 
While the S P 500 did reach a new closing high at just under 3 097  it came with no drama  The other major indexes struggled as well 
The S P 500 rose 2 6 points  or 0 08   The Dow Jones Industrial Average was very nearly flat for the second time in three days  It was off 1 6 points or 0 01   On Tuesday  the index finished unchanged on the day  its first unchanged day since April 24  2014 
 The Nasdaq Composite and the Nasdaq 100 indexes fell 0 04  and 0 02   respectively 
The catalyst investors  traders and their computers want is a trade deal with China  It didn t happen Thursday  And no one in the Trump Administration or the government of Xi Jinping in China was signaling any clarity on when an agreement will come 
The critical issues right now appear to be how much China will spend on U S  farm products and when and how tariffs imposed earlier this year and possibly boosted next month will be res...",65.9375,66.220001,65.525002,65.660004,64.43235,89182800,0
719,AAPL,14-11-2019,opinion,Why Is Netflix  NFLX  Down 1 3  Since Last Earnings Report ,"A month has gone by since the last earnings report for Netflix  NASDAQ NFLX   Shares have lost about 1 3  in that time frame  underperforming the S P 500 
Will the recent negative trend continue leading up to its next earnings release  or is Netflix due for a breakout  Before we dive into how investors and analysts have reacted as of late  let s take a quick look at its most recent earnings report in order to get a better handle on the important drivers  Netflix Q3 Earnings Beat  User Addition Target  NYSE TGT  MissedNetflix reported third quarter 2019 earnings of  1 47 per share that beat the Zacks Consensus Estimate by 42 cents and was better than management s guidance of  1 04  Moreover  earnings jumped 65 2  year over year Revenues of  5 245 billion increased 31 1  year over year but lagged the consensus mark  Excluding a negative impact of  137 million related to unfavorable foreign exchange  consolidated revenues grew 35  year over year  Moreover  streaming ARPU grew 12  Netflix missed its subscriber...",65.9375,66.220001,65.525002,65.660004,64.43235,89182800,0
720,AAPL,14-11-2019,opinion,Intro To The 4th Revolution,"This series is going to be discussing stocks for your portfolio of the future  There is a lot of fluff surrounding the next best tech companies  and I am here to help you sort the studs from the duds  To introduce this segment  I take a step back in time and look at the prior 3 industrial revolutions that have led us to where we are today  We are on the brink of another technological boom  and it is time to put your money into the future 
Today s Best Stocks from ZacksWould you like to see the updated picks from our best market beating strategies  From 2017 through 2018  while the S P 500 gained  15 8   five of our screens returned  38 0    61 3    61 6    68 1   and  98 3  This outperformance has not just been a recent phenomenon  From 2000   2018  while the S P averaged  4 8  per year  our top strategies averaged up to  56 2  per year ",65.9375,66.220001,65.525002,65.660004,64.43235,89182800,0
721,AAPL,14-11-2019,opinion,Citi To Enable Google Pay Customers To Access Bank Accounts,"Citigroup   NYSE C   is likely to join forces with the tech giant  Google  NASDAQ GOOGL   to help the latter offer consumer checking accounts  In other words  clients will be able to access their personal bank accounts through the Google Pay app 
The plan is to launch this service from 2020  Google is also partnering with Palo Alto based Stanford Federal Credit Union  Both Citigroup and the credit union will be responsible for the fulfillment of financial and compliance requirements  The news was first reported by The Wall Street Journal 
 This agreement has the potential to expand the reach and breadth of our customer base while complementing our continued investments in digital   Citigroup said in a statement 
Through this partnership  Google Pay s customers will be able to keep money in accounts thereby meeting the federal regulatory standards for banks  Nonetheless  Google plans to partner with some other banks as well in the future in order to access a wider customer base 
Financial institutions and t...",65.9375,66.220001,65.525002,65.660004,64.43235,89182800,0
722,AAPL,14-11-2019,opinion,3 Technology Funds To Grab Today,Risk lovers seeking healthy returns over a fairly long investment horizon may opt for technology mutual funds  It is believed that the technology sector is poised for a brighter earnings performance than the others due to greater demand for technology and innovation  Improving industry fundamentals and emerging technologies such as wearables  VR headsets  drones  virtual reality devices  and AI are the key catalysts to the sector s growth Meanwhile  most of the mutual funds investing in securities from these sectors opt for a growth oriented approach that includes focusing on companies with strong fundamentals and a relatively higher investment prospect  Moreover  technology has come to have a broader meaning than just hardware and software companies  Social media and Internet companies are now part of the technology landscape Below we share with you three top ranked technology mutual funds  Each has earned a  and is expected to outperform its peers in the future  Investors can  Fidelity Select Wireless Po...,65.9375,66.220001,65.525002,65.660004,64.43235,89182800,0
723,AAPL,14-11-2019,opinion,5 Tech Behemoths Flying High In 2019 Amid Trade Jitters,The nearly two year long trade conflict between the United States and China is showing no signs of abatement any time soon  The technology sector has become highly trade sensitive  with China being the low cost supplier of intermediary products and other inputs to the high tech U S  industries  Moreover  the Asian giant is the largest market for U S  high tech products  Therefore  it was being anticipated that the technology sector will suffer the most due to the trade war However  surprising many industry experts  the technology sector has performed exceptionally well in 2019 so far  surpassing the broader market return  Year to date  the Technology Select Sector SPDR  XLK   one of the 11 broad sectors of the S P 500 Index  has rallied 39 6  outpacing the benchmark index s gain of 23 5   Notably  the XLK had ended 2018 with a loss of 2 9   This clearly indicates this sector s remarkable turnaround in the current year Trade Impasse ContinuesOn Nov 13  The Wall Street Journal reported that the deadlock in t...,65.9375,66.220001,65.525002,65.660004,64.43235,89182800,0
724,AAPL,14-11-2019,opinion,4 Payment Stocks To Ride On The Upcoming Holiday Sales Season,The payment industry performed impressively in the first nine months of 2019 despite a slowdown in the overall global economy  induced primarily by U S China trade war and to some extent  Brexit Although the sluggish global economy tempered the spending pattern of consumers  payments companies are gaining traction from the increasing frequency of online payments leading to use of debit  credit cards  mobile  online and money transfers via wearables  These new age payment techniques entail the use of products and services of multiple payment companies engaged at different nodal points across the whole payment mechanism  aiding the involved players in the process Notwithstanding the signs of recession looming large on the economy  the upcoming holiday season is expected to be merrier  Thus  holiday spending should aid the earnings of the payments industry players Holiday Phase to Cheer Shoppers This YearOliver Wyman  recently in its survey stated that  US consumers are not letting a possible recession dampen...,65.9375,66.220001,65.525002,65.660004,64.43235,89182800,0
725,AAPL,14-11-2019,opinion,The Zacks Analyst Blog Highlights  Apple  Facebook  Alphabet And Amazon,For Immediate ReleaseChicago  IL   November 15  2019   Zacks com announces the list of stocks featured in the Analyst Blog  Every day the Zacks Equity Research analysts discuss the latest news and events impacting stocks and the financial markets  Stocks recently featured in the blog include  Apple   NASDAQ AAPL    Facebook   NASDAQ FB    Alphabet   NASDAQ GOOGL   and Amazon   NASDAQ AMZN   Here are highlights from Thursday s Analyst Blog  Google Checking Account  Facebook Cross Platform PaymentsAs regulators struggle to get big technology companies in line  they are racing deeper into our personal space And one area where they have made big bets and small is payments  Notwithstanding the recent controversy surrounding the Apple Card and Facebook s ambitious Libra digital currency  Alphabet and Facebook have announced certain fintech applications   In Alphabet s case  it s a checking account called Cache  branded and run by Citigroup  NYSE C  and Stanford University s Federal Credit Union  which will also ...,65.9375,66.220001,65.525002,65.660004,64.43235,89182800,0
726,AAPL,14-11-2019,opinion,The Zacks Analyst Blog Highlights  Alphabet  Apple  Amazon  PayPal And Facebook,For Immediate ReleaseChicago  IL   November 15  2019   Zacks com announces the list of stocks featured in the Analyst Blog  Every day the Zacks Equity Research analysts discuss the latest news and events impacting stocks and the financial markets  Stocks recently featured in the blog include  Alphabet   NASDAQ GOOGL    Apple   NASDAQ AAPL    Amazon   NASDAQ AMZN    PayPal   NASDAQ PYPL   and Facebook   NASDAQ FB   Here are highlights from Thursday s Analyst Blog  Facebook Pay Takes the Digital Payment Game a Notch HigherIncreasing use of smartphones and Internet has resulted in growth of payments apps  Moreover  change in consumer behavior  particularly increasing adoption of ecommerce  is playing a crucial role in driving digital payments volume  Additionally  growing demand for mobile Point of Sale  POS  and peer to peer payments are benefiting the space Further  adoption of smart speakers and wearables like smartwatch  which can be synchronized with payment apps  is driving the demand for online payment...,65.9375,66.220001,65.525002,65.660004,64.43235,89182800,0
727,AAPL,14-11-2019,opinion,Google Checking Account  Facebook Cross Platform Payments,"As regulators struggle to get big technology companies in line  they are racing deeper into our personal space 
And one area where they have made big bets and small is payments  Notwithstanding the recent controversy surrounding the Apple   NASDAQ AAPL   Card and Facebook s   NASDAQ FB   ambitious Libra digital currency  Alphabet   NASDAQ GOOGL   and Facebook have announced certain fintech applications   
In Alphabet s case  it s a checking account called Cache  branded and run by Citigroup  NYSE C  and Stanford University s Federal Credit Union  which will also take care of all financial and compliance activities related to the accounts 
Facebook Payments has the company s own brand front and center  It allows you to pay for things like fundraisers  in game purchases and event tickets within Facebook  Messenger  WhatsApp and Instagram  Person to person payments on Messenger and purchases from select Pages and businesses on Facebook Marketplace will also be facilitated  Facebook Pay supports most major cre...",65.9375,66.220001,65.525002,65.660004,64.43235,89182800,0
728,AAPL,12-11-2019,news,Trump  Apple CEO Tim Cook to tour Apple operations in Texas  sources,"By Alexandra Alper and David Shepardson
WASHINGTON  Reuters    U S  President Donald Trump and Apple  NASDAQ AAPL  CEO Tim Cook are expected to tour facilities in Texas where Apple products are made as soon as next week to showcase companies that keep jobs in America  according to two people familiar with the matter 
The trip  which has not yet been announced  would highlight Cook s strong relationship with Trump as he seeks further relief for Apple from U S  tariffs on imports from China  The tariffs are part of a prolonged  tit for tat trade war between the world s largest economies 
Apple declined to comment  A White House spokesperson said the office has no scheduling announcements at this time 
In September  Apple said it would make its new Mac Pro desktop computers in Austin  Texas  where it had made previous models at a contract manufacturing facility  The announcement came days after U S  trade regulators approved 10 out of 15 requests for tariff exemptions filed by Apple amid a broader reprieve on...",67.202499,67.775002,67.125,67.692497,66.426834,78756800,1
729,AAPL,12-11-2019,news,L Oreal  Nestle score big at Alibaba s Singles  Day shopping fest,"By Brenda Goh and Josh Horwitz
SHANGHAI HANGZHOU  China  Reuters    Chinese shoppers snapped up food supplements  facial masks and baby milk powder at the world s largest shopping festival  with brands such as L Oreal  PA OREP  and Nestle  N NESN  among the biggest winners   Alibaba   N BABA  data showed 
The Chinese e commerce giant s annual Singles  Day shopping blitz on Monday brought in a record 268 4 billion yuan   38 38 billion  in sales  more than six times the amount of online sales made in the United States on Black Friday last year 
It kicked off this year s 24 hour shopping bonanza with a live performance by U S  pop star Taylor Swift followed by the live streamed marketing of over 1 000 brands 
Alibaba said on Tuesday that 299 brands surpassed 100 million yuan in gross merchandise value  including LVMH s  PA LVMH  Givenchy  home appliance manufacturers Dyson and Philips  AS PHG  and sportswear maker  Under Armour   N UAA  
Fifteen brands made over 1 billion yuan in sales  it said  These include...",67.202499,67.775002,67.125,67.692497,66.426834,78756800,1
730,AAPL,12-11-2019,opinion,Buy Walmart Stock Ahead Of Q3 Earnings With WMT Near New Highs ,"Walmart   NYSE WMT   stock is up over 13  in the last three months as the company continues to prove it is ready to thrive in the e commerce age  Now  with the retail titan set to report its third quarter financial results before the opening bell on Thursday  November 14  let s break down Walmart to see if investors should consider buying WMT shares 
WMT s Pitch 
U S  markets have started November on a hot streak  with all three major U S  indexes at or near brand new highs  The positivity comes on the back of reported U S  China trade war progress  better than feared quarterly earnings results  a third Fed interest rate cut  and solid U S  jobs data  Clearly  uncertainty remains between the world s two largest economies and the broader global economy appears to be slowing down 
Nonetheless  the National Retail Federation projects strong holiday shopping season spending and U S  unemployment rests near 50 year lows  This bodes well for retailers from Target   NYSE TGT   and Costco   NASDAQ COST   to Lulule...",67.202499,67.775002,67.125,67.692497,66.426834,78756800,1
731,AAPL,12-11-2019,opinion,Freaks  AAPL And AOBC,"In the midst of a stock market that reaches lifetime highs every day and is sporting stocks like Apple  NASDAQ AAPL   which look like this 











There are some freakish outliers that by virtue of their own patterns  are terribly vulnerable  One of my favorite remains American Outdoor Brands Corp   NASDAQ AOBC   which has what must be the cleanest head and shoulders pattern in market history ",67.202499,67.775002,67.125,67.692497,66.426834,78756800,1
732,AAPL,12-11-2019,opinion,Top Ranked Nasdaq 100 ETF At New High  5 Best Stocks,"Optimism has been sweeping the broader market since mid October when the United States and China announced the phase one trade deal  after months of wrangling  Decent earnings releases  better than expected third quarter U S  GDP data  easy global monetary policy and the extension of the Brexit deadline have also been aiding the market  The S P 500 and the Nasdaq have hit highs in the process  read    
The rally reached a new level on Nov 12 after President Donald Trump suggested that a trade deal with China could see the day of the light soon  The Nasdaq Composite Index breached the 8 500 mark  Invesco QQQ Trust  gained 0 3  on Nov 12 and hit a new record at  202 21   The stocks most exposed to the China trade war are back to prior peaks   and pre trade war 1Q18 levels   in terms of both performance and valuation    
What Bodes Well for Nasdaq 100
The fund QQQ is heavy on the technology with about 46 7  exposure  followed by 21 5  focus on communication services and 15 3  exposure to consumer discretionar...",67.202499,67.775002,67.125,67.692497,66.426834,78756800,1
